image_name,label
texture_agryle_100.jpg,agryle
texture_agryle_10.png,agryle
texture_agryle_11.png,agryle
texture_agryle_12.png,agryle
texture_agryle_13.png,agryle
texture_agryle_14.png,agryle
texture_agryle_15.jpg,agryle
texture_agryle_16.jpg,agryle
texture_agryle_17.jpeg,agryle
texture_agryle_18.jpg,agryle
texture_agryle_19.jpg,agryle
texture_agryle_1.jpg,agryle
texture_agryle_20.png,agryle
texture_agryle_21.jpg,agryle
texture_agryle_22.png,agryle
texture_agryle_23.png,agryle
texture_agryle_24.png,agryle
texture_agryle_25.jpg,agryle
texture_agryle_26.jpg,agryle
texture_agryle_27.jpg,agryle
texture_agryle_28.png,agryle
texture_agryle_29.png,agryle
texture_agryle_2.jpg,agryle
texture_agryle_30.png,agryle
texture_agryle_31.png,agryle
texture_agryle_32.jpg,agryle
texture_agryle_33.jpg,agryle
texture_agryle_34.jpg,agryle
texture_agryle_35.png,agryle
texture_agryle_36.png,agryle
texture_agryle_37.png,agryle
texture_agryle_38.png,agryle
texture_agryle_39.png,agryle
texture_agryle_3.png,agryle
texture_agryle_40.png,agryle
texture_agryle_41.png,agryle
texture_agryle_42.png,agryle
texture_agryle_43.jpg,agryle
texture_agryle_44.png,agryle
texture_agryle_45.png,agryle
texture_agryle_46.png,agryle
texture_agryle_47.png,agryle
texture_agryle_48.png,agryle
texture_agryle_49.png,agryle
texture_agryle_4.png,agryle
texture_agryle_50.png,agryle
texture_agryle_51.png,agryle
texture_agryle_52.jpg,agryle
texture_agryle_53.jpg,agryle
texture_agryle_54.jpg,agryle
texture_agryle_55.jpg,agryle
texture_agryle_56.png,agryle
texture_agryle_57.png,agryle
texture_agryle_58.png,agryle
texture_agryle_59.png,agryle
texture_agryle_5.png,agryle
texture_agryle_60.png,agryle
texture_agryle_61.png,agryle
texture_agryle_62.png,agryle
texture_agryle_63.png,agryle
texture_agryle_64.png,agryle
texture_agryle_65.png,agryle
texture_agryle_66.jpg,agryle
texture_agryle_67.png,agryle
texture_agryle_68.png,agryle
texture_agryle_69.png,agryle
texture_agryle_6.png,agryle
texture_agryle_70.png,agryle
texture_agryle_71.jpg,agryle
texture_agryle_72.png,agryle
texture_agryle_73.jpg,agryle
texture_agryle_74.png,agryle
texture_agryle_75.png,agryle
texture_agryle_76.png,agryle
texture_agryle_77.png,agryle
texture_agryle_78.jpg,agryle
texture_agryle_79.png,agryle
texture_agryle_7.png,agryle
texture_agryle_80.png,agryle
texture_agryle_81.jpg,agryle
texture_agryle_82.png,agryle
texture_agryle_83.jpg,agryle
texture_agryle_84.png,agryle
texture_agryle_85.png,agryle
texture_agryle_86.jpg,agryle
texture_agryle_87.jpg,agryle
texture_agryle_88.jpg,agryle
texture_agryle_89.png,agryle
texture_agryle_8.png,agryle
texture_agryle_90.jpg,agryle
texture_agryle_91.jpg,agryle
texture_agryle_92.jpg,agryle
texture_agryle_93.jpg,agryle
texture_agryle_94.jpg,agryle
texture_agryle_95.jpg,agryle
texture_agryle_96.png,agryle
texture_agryle_97.png,agryle
texture_agryle_98.jpg,agryle
texture_agryle_99.jpg,agryle
texture_agryle_9.png,agryle
texture_cuadros_100.png,cuadros
texture_cuadros_15399.jpg,cuadros
texture_cuadros_15401.jpg,cuadros
texture_cuadros_15402.jpg,cuadros
texture_cuadros_15406.jpg,cuadros
texture_cuadros_15430.jpg,cuadros
texture_cuadros_15902.jpg,cuadros
texture_cuadros_15904.jpg,cuadros
texture_cuadros_15906.jpg,cuadros
texture_cuadros_15907.jpg,cuadros
texture_cuadros_15908.jpg,cuadros
texture_cuadros_15910.jpg,cuadros
texture_cuadros_16441.jpg,cuadros
texture_cuadros_16473.jpg,cuadros
texture_cuadros_16474.jpg,cuadros
texture_cuadros_16479.jpg,cuadros
texture_cuadros_16482.jpg,cuadros
texture_cuadros_16483.jpg,cuadros
texture_cuadros_16744.jpg,cuadros
texture_cuadros_16752.jpg,cuadros
texture_cuadros_16772.jpg,cuadros
texture_cuadros_16990.jpg,cuadros
texture_cuadros_17015.jpg,cuadros
texture_cuadros_17246.jpg,cuadros
texture_cuadros_17250.jpg,cuadros
texture_cuadros_17251.jpg,cuadros
texture_cuadros_17252.jpg,cuadros
texture_cuadros_17355.jpg,cuadros
texture_cuadros_17356.jpg,cuadros
texture_cuadros_17362.jpg,cuadros
texture_cuadros_17368.jpg,cuadros
texture_cuadros_17369.jpg,cuadros
texture_cuadros_1880.jpg,cuadros
texture_cuadros_2721.jpg,cuadros
texture_cuadros_3814.jpg,cuadros
texture_cuadros_4429.jpg,cuadros
texture_cuadros_49736.jpg,cuadros
texture_cuadros_49780.jpg,cuadros
texture_cuadros_49782.jpg,cuadros
texture_cuadros_49786.jpg,cuadros
texture_cuadros_49790.jpg,cuadros
texture_cuadros_50492.jpg,cuadros
texture_cuadros_5060.jpg,cuadros
texture_cuadros_50662.jpg,cuadros
texture_cuadros_50720.jpg,cuadros
texture_cuadros_50828.jpg,cuadros
texture_cuadros_5162.jpg,cuadros
texture_cuadros_51676.jpg,cuadros
texture_cuadros_51677.jpg,cuadros
texture_cuadros_51678.jpg,cuadros
texture_cuadros_51681.jpg,cuadros
texture_cuadros_51682.jpg,cuadros
texture_cuadros_51687.jpg,cuadros
texture_cuadros_51688.jpg,cuadros
texture_cuadros_51699.jpg,cuadros
texture_cuadros_51700.jpg,cuadros
texture_cuadros_51705.jpg,cuadros
texture_cuadros_51814.jpg,cuadros
texture_cuadros_52031.jpg,cuadros
texture_cuadros_52032.jpg,cuadros
texture_cuadros_52161.jpg,cuadros
texture_cuadros_52214.jpg,cuadros
texture_cuadros_52223.jpg,cuadros
texture_cuadros_52540.jpg,cuadros
texture_cuadros_52638.jpg,cuadros
texture_cuadros_52903.jpg,cuadros
texture_cuadros_52906.jpg,cuadros
texture_cuadros_52943.jpg,cuadros
texture_cuadros_53003.jpg,cuadros
texture_cuadros_53021.jpg,cuadros
texture_cuadros_6570.jpg,cuadros
texture_cuadros_7187.jpg,cuadros
texture_cuadros_7412.jpg,cuadros
texture_cuadros_7981.jpg,cuadros
texture_cuadros_8187.jpg,cuadros
texture_cuadros_9172.jpg,cuadros
texture_cuadros_9188.jpg,cuadros
texture_cuadros_9191.jpg,cuadros
texture_cuadros_9223.jpg,cuadros
texture_cuadros_9228.jpg,cuadros
texture_cuadros_9231.jpg,cuadros
texture_cuadros_9458.jpg,cuadros
texture_cuadros_9459.jpg,cuadros
texture_cuadros_9460.jpg,cuadros
texture_cuadros_9463.jpg,cuadros
texture_cuadros_9464.jpg,cuadros
texture_cuadros_9465.jpg,cuadros
texture_cuadros_9467.jpg,cuadros
texture_cuadros_9468.jpg,cuadros
texture_cuadros_9469.jpg,cuadros
texture_cuadros_9471.jpg,cuadros
texture_cuadros_9472.jpg,cuadros
texture_cuadros_9485.jpg,cuadros
texture_cuadros_9574.jpg,cuadros
texture_cuadros_9575.jpg,cuadros
texture_cuadros_9590.jpg,cuadros
texture_cuadros_9602.jpg,cuadros
texture_cuadros_9609.jpg,cuadros
texture_cuadros_9610.jpg,cuadros
texture_cuadros_9619.jpg,cuadros
texture_flores_1006.jpg,flores
texture_flores_1007.jpg,flores
texture_flores_100.png,flores
texture_flores_1029.jpg,flores
texture_flores_1066.jpg,flores
texture_flores_1214.jpg,flores
texture_flores_1275.jpg,flores
texture_flores_1416.jpg,flores
texture_flores_1499.jpg,flores
texture_flores_1706.jpg,flores
texture_flores_1727.jpg,flores
texture_flores_17630.jpg,flores
texture_flores_17631.jpg,flores
texture_flores_1798.jpg,flores
texture_flores_1802.jpg,flores
texture_flores_1.png,flores
texture_flores_2205.jpg,flores
texture_flores_2251.jpg,flores
texture_flores_2281.jpg,flores
texture_flores_2523.jpg,flores
texture_flores_2608.jpg,flores
texture_flores_2676.jpg,flores
texture_flores_33.png,flores
texture_flores_34.png,flores
texture_flores_35.png,flores
texture_flores_36.png,flores
texture_flores_37.jpg,flores
texture_flores_38.jpg,flores
texture_flores_39.png,flores
texture_flores_40.jpg,flores
texture_flores_41.jpg,flores
texture_flores_42817.jpg,flores
texture_flores_42.jpg,flores
texture_flores_43.jpg,flores
texture_flores_44.jpg,flores
texture_flores_45267.jpg,flores
texture_flores_45269.jpg,flores
texture_flores_45.jpg,flores
texture_flores_46.png,flores
texture_flores_47250.jpg,flores
texture_flores_47.png,flores
texture_flores_48320.jpg,flores
texture_flores_48323.jpg,flores
texture_flores_48325.jpg,flores
texture_flores_48.jpg,flores
texture_flores_49.png,flores
texture_flores_50.png,flores
texture_flores_51.png,flores
texture_flores_52.png,flores
texture_flores_53.png,flores
texture_flores_54.jpg,flores
texture_flores_55.png,flores
texture_flores_56.png,flores
texture_flores_57.png,flores
texture_flores_58.png,flores
texture_flores_59.png,flores
texture_flores_60.png,flores
texture_flores_61.png,flores
texture_flores_62.png,flores
texture_flores_63.png,flores
texture_flores_64.png,flores
texture_flores_65.png,flores
texture_flores_66.png,flores
texture_flores_67.png,flores
texture_flores_68.png,flores
texture_flores_698.jpg,flores
texture_flores_69.png,flores
texture_flores_70.png,flores
texture_flores_71.png,flores
texture_flores_725.jpg,flores
texture_flores_72.jpg,flores
texture_flores_73.png,flores
texture_flores_74.png,flores
texture_flores_75.png,flores
texture_flores_76.jpg,flores
texture_flores_77.png,flores
texture_flores_78.png,flores
texture_flores_79.png,flores
texture_flores_80.jpg,flores
texture_flores_81.png,flores
texture_flores_82.png,flores
texture_flores_834.jpg,flores
texture_flores_83.png,flores
texture_flores_84.png,flores
texture_flores_85.png,flores
texture_flores_86.png,flores
texture_flores_87.png,flores
texture_flores_88.jpg,flores
texture_flores_89.jpg,flores
texture_flores_90.png,flores
texture_flores_91.png,flores
texture_flores_92.png,flores
texture_flores_93.png,flores
texture_flores_94.png,flores
texture_flores_95.png,flores
texture_flores_96.png,flores
texture_flores_97.png,flores
texture_flores_987.jpg,flores
texture_flores_98.png,flores
texture_flores_99.png,flores
texture_lentejuelas_100.png,lentejuelas
texture_lentejuelas_107513.jpg,lentejuelas
texture_lentejuelas_111571.jpg,lentejuelas
texture_lentejuelas_114515.jpg,lentejuelas
texture_lentejuelas_11640.jpg,lentejuelas
texture_lentejuelas_129825.jpg,lentejuelas
texture_lentejuelas_132452.jpg,lentejuelas
texture_lentejuelas_132454.jpg,lentejuelas
texture_lentejuelas_13654.jpg,lentejuelas
texture_lentejuelas_14035.jpg,lentejuelas
texture_lentejuelas_14618.jpg,lentejuelas
texture_lentejuelas_14698.jpg,lentejuelas
texture_lentejuelas_15917.jpg,lentejuelas
texture_lentejuelas_16324.jpg,lentejuelas
texture_lentejuelas_17159.jpg,lentejuelas
texture_lentejuelas_22.png,lentejuelas
texture_lentejuelas_23.png,lentejuelas
texture_lentejuelas_24.png,lentejuelas
texture_lentejuelas_25.png,lentejuelas
texture_lentejuelas_26.png,lentejuelas
texture_lentejuelas_27.png,lentejuelas
texture_lentejuelas_28.png,lentejuelas
texture_lentejuelas_29.png,lentejuelas
texture_lentejuelas_30.png,lentejuelas
texture_lentejuelas_31.png,lentejuelas
texture_lentejuelas_32.png,lentejuelas
texture_lentejuelas_33.png,lentejuelas
texture_lentejuelas_34.png,lentejuelas
texture_lentejuelas_35.png,lentejuelas
texture_lentejuelas_36.png,lentejuelas
texture_lentejuelas_37.png,lentejuelas
texture_lentejuelas_38.png,lentejuelas
texture_lentejuelas_39.png,lentejuelas
texture_lentejuelas_40.png,lentejuelas
texture_lentejuelas_41.png,lentejuelas
texture_lentejuelas_42.png,lentejuelas
texture_lentejuelas_43.png,lentejuelas
texture_lentejuelas_44.png,lentejuelas
texture_lentejuelas_45.png,lentejuelas
texture_lentejuelas_46.png,lentejuelas
texture_lentejuelas_47.png,lentejuelas
texture_lentejuelas_48.png,lentejuelas
texture_lentejuelas_49.png,lentejuelas
texture_lentejuelas_50.png,lentejuelas
texture_lentejuelas_51.png,lentejuelas
texture_lentejuelas_52.png,lentejuelas
texture_lentejuelas_53.png,lentejuelas
texture_lentejuelas_54.png,lentejuelas
texture_lentejuelas_55.png,lentejuelas
texture_lentejuelas_56.png,lentejuelas
texture_lentejuelas_57.png,lentejuelas
texture_lentejuelas_58.png,lentejuelas
texture_lentejuelas_59.png,lentejuelas
texture_lentejuelas_60.png,lentejuelas
texture_lentejuelas_61.png,lentejuelas
texture_lentejuelas_62.png,lentejuelas
texture_lentejuelas_63.png,lentejuelas
texture_lentejuelas_64.png,lentejuelas
texture_lentejuelas_65.png,lentejuelas
texture_lentejuelas_66.png,lentejuelas
texture_lentejuelas_67.png,lentejuelas
texture_lentejuelas_68.png,lentejuelas
texture_lentejuelas_69.png,lentejuelas
texture_lentejuelas_70.png,lentejuelas
texture_lentejuelas_71.png,lentejuelas
texture_lentejuelas_72.png,lentejuelas
texture_lentejuelas_73.png,lentejuelas
texture_lentejuelas_74.png,lentejuelas
texture_lentejuelas_75.png,lentejuelas
texture_lentejuelas_76.png,lentejuelas
texture_lentejuelas_77.png,lentejuelas
texture_lentejuelas_78.png,lentejuelas
texture_lentejuelas_79.png,lentejuelas
texture_lentejuelas_80.png,lentejuelas
texture_lentejuelas_81.png,lentejuelas
texture_lentejuelas_82.png,lentejuelas
texture_lentejuelas_83.png,lentejuelas
texture_lentejuelas_84.png,lentejuelas
texture_lentejuelas_85.png,lentejuelas
texture_lentejuelas_86.png,lentejuelas
texture_lentejuelas_87.png,lentejuelas
texture_lentejuelas_8813.jpg,lentejuelas
texture_lentejuelas_8831.jpg,lentejuelas
texture_lentejuelas_8865.jpg,lentejuelas
texture_lentejuelas_88.png,lentejuelas
texture_lentejuelas_89.png,lentejuelas
texture_lentejuelas_9037.jpg,lentejuelas
texture_lentejuelas_90.png,lentejuelas
texture_lentejuelas_91.png,lentejuelas
texture_lentejuelas_92.png,lentejuelas
texture_lentejuelas_93.png,lentejuelas
texture_lentejuelas_9495.jpg,lentejuelas
texture_lentejuelas_94.png,lentejuelas
texture_lentejuelas_95.png,lentejuelas
texture_lentejuelas_9620.jpg,lentejuelas
texture_lentejuelas_9627.jpg,lentejuelas
texture_lentejuelas_96.png,lentejuelas
texture_lentejuelas_97.png,lentejuelas
texture_lentejuelas_98.png,lentejuelas
texture_lentejuelas_99.png,lentejuelas
texture_leopardo_100.png,leopardo
texture_leopardo_104629.jpg,leopardo
texture_leopardo_104632.jpg,leopardo
texture_leopardo_120172.jpg,leopardo
texture_leopardo_123436.jpg,leopardo
texture_leopardo_124265.jpg,leopardo
texture_leopardo_124318.jpg,leopardo
texture_leopardo_131196.jpg,leopardo
texture_leopardo_131207.jpg,leopardo
texture_leopardo_131208.jpg,leopardo
texture_leopardo_131209.jpg,leopardo
texture_leopardo_131212.jpg,leopardo
texture_leopardo_131670.jpg,leopardo
texture_leopardo_138440.jpg,leopardo
texture_leopardo_139736.jpg,leopardo
texture_leopardo_139737.jpg,leopardo
texture_leopardo_139744.jpg,leopardo
texture_leopardo_16962.jpg,leopardo
texture_leopardo_1.png,leopardo
texture_leopardo_2480.jpg,leopardo
texture_leopardo_28.png,leopardo
texture_leopardo_29.png,leopardo
